name,radius,mass,ExoRM,Forecaster,ExoRM res,Forecaster res
Kepler-20 b,0.30255,0.97832,0.98625,0.67071,0.0079378,0.30761
Kepler-20 c,0.4615,1.0453,1.1908,0.94057,0.14552,0.10475
Kepler-20 d,0.43838,1.003,1.1575,0.90133,0.15445,0.1017
Kepler-20 e,-0.06148,0.48855,-0.23276,-0.23276,0.72131,0.72131
Kepler-20 f,0.012837,1.1553,0.03361,0.03361,1.1217,1.1217
Kepler-21 b,0.21362,1.017,0.75328,0.51974,0.26376,0.4973
Kepler-23 b,0.21431,0.40824,0.75575,0.52091,0.34751,0.11267
Kepler-14 b,1.1011,3.3876,2.6917,2.0265,0.69588,1.3611
Kepler-28 b,0.5563,2.6812,1.3298,1.1015,1.3513,1.5796
Kepler-28 c,0.44248,1.0374,1.1633,0.90828,0.12589,0.12914
Kepler-37 b,-0.50892,-0.10237,-1.8365,-1.8365,1.7341,1.7341
Kepler-36 c,0.56726,0.98272,1.3429,1.1201,0.3602,0.13742
Kepler-36 b,0.17202,0.035625,0.60415,0.4491,0.56853,0.41347
Kepler-11 b,0.2833,0.87242,0.94617,0.63803,0.073756,0.23439
Kepler-11 c,0.43616,0.77085,1.1544,0.89756,0.38354,0.12671
Kepler-35 b,0.91169,1.606,1.8259,1.7049,0.21997,0.098923
Kepler-11 d,0.49415,0.86332,1.2399,0.99602,0.37658,0.1327
Kepler-11 e,0.59988,0.8451,1.3764,1.1755,0.53132,0.33043
Kepler-11 f,0.45408,1.2664,1.18,0.92798,0.086344,0.33838
Kepler-34 b,0.93268,1.8446,1.9089,1.7405,0.064306,0.10406
Kepler-11 g,0.55485,0.94577,1.328,1.0991,0.38228,0.1533
Kepler-33 f,0.60206,0.98227,1.3784,1.1792,0.39609,0.19695
Kepler-33 e,0.54407,0.74036,1.3142,1.0808,0.57381,0.3404
Kepler-33 d,0.66276,0.61278,1.4181,1.2823,0.80529,0.66949
Kepler-33 c,0.41497,-0.40894,1.1313,0.86158,1.5402,1.2705
Kepler-12 b,1.2815,2.1357,2.6302,4.6896,0.4945,2.5539
Kepler-32 c,0.30535,0.88649,0.99224,0.67547,0.10575,0.21102
Kepler-31 c,0.67302,1.4698,1.4223,1.2997,0.04754,0.17013
Kepler-30 d,0.94448,1.3636,1.9628,1.7606,0.59917,0.39697
Kepler-30 c,1.0899,2.8062,2.6938,2.0075,0.11233,0.7987
Kepler-30 b,0.5563,1.8032,1.3298,1.1015,0.47338,0.70169
Kepler-29 c,0.49693,0.60206,1.2442,1.0007,0.64211,0.39867
Kepler-29 b,0.5563,2.1041,1.3298,1.1015,0.7743,1.0026
HD 206893 c,1.2139,3.606,2.5752,4.6128,1.0308,1.0069
HD 206893 b,1.1465,3.9494,2.5968,2.1035,1.3526,1.8458
HIP 29442 c,0.19061,0.65321,0.67079,0.48067,0.017582,0.17255
HD 203030 b,1.1602,3.5436,2.5782,4.5518,0.9654,1.0082
Kepler-99 b,0.17026,0.78888,0.59786,0.44611,0.19102,0.34276
Kepler-98 b,0.27184,0.31648,0.92313,0.61858,0.60665,0.3021
Kepler-97 b,0.17026,0.54531,0.59786,0.44611,0.052548,0.099192
Kepler-96 b,0.3753,1.1129,1.1129,0.79422,2.2312e-06,0.31863
Kepler-95 b,0.49346,1.0095,1.2388,0.99484,0.2293,0.014692
Kepler-94 b,0.54531,1.035,1.3158,1.0829,0.28078,0.047835
Kepler-93 b,0.19569,0.65746,0.68901,0.4893,0.031551,0.16817
Kepler-92 d,0.31429,1.0743,1.0116,0.69064,0.062779,0.38369
Kepler-92 c,0.41497,0.78533,1.1313,0.86158,0.34594,0.076255
Kepler-92 b,0.56867,1.2867,1.3445,1.1225,0.057856,0.16415
Kepler-91 b,1.1907,2.4467,2.5675,4.5865,0.12081,2.1398
Kepler-53 c,0.49415,1.5502,1.2399,0.99602,0.31033,0.55421
Kepler-87 b,1.13,2.5108,2.6306,2.0756,0.11979,0.43524
Kepler-85 e,0.079181,-0.22185,0.2714,0.2714,0.49325,0.49325
Kepler-85 c,0.29623,0.33244,0.9729,0.65998,0.64046,0.32754
Kepler-85 b,0.24993,0.26482,0.88076,0.58138,0.61595,0.31656
HD 136352 d,0.40858,0.94547,1.1266,0.85073,0.18108,0.09474
Kepler-84 c,0.31387,1.3054,1.0106,0.68993,0.29472,0.61542
Kepler-84 b,0.29003,1.6021,0.96,0.64946,0.64206,0.9526
Kepler-83 d,0.32838,1.3909,1.0428,0.71457,0.34818,0.67637
Kepler-83 c,0.36736,1.0569,1.1065,0.78074,0.049568,0.27616
Kepler-83 b,0.43297,1.6243,1.1502,0.89214,0.47411,0.73214
Kepler-82 c,0.72754,1.143,1.4615,1.3923,0.31851,0.24925
HD 136352 c,0.41631,1.0527,1.1324,0.86385,0.079695,0.18884
Kepler-82 b,0.5966,1.7076,1.3734,1.1699,0.33416,0.53763
LP 714-47 b,0.6721,1.4886,1.4219,1.2981,0.066674,0.19042
LP 791-18 d,0.01368,-0.045757,0.03663,0.03663,0.082387,0.082387
BD+20 594 b,0.41129,1.3473,1.1284,0.85534,0.21886,0.49195
Gliese 12 b,-0.045757,1.0,-0.17641,-0.17641,1.1764,1.1764
HATS-37 A b,0.83204,1.4978,1.621,1.5697,0.12318,0.071846
HATS-48 A b,0.95266,1.8878,2.0031,1.7745,0.11533,0.11334
HATS-58 A b,1.089,2.515,2.6934,2.0059,0.17839,0.50912
HATS-74 A b,1.0632,2.6665,2.6458,1.9622,0.020725,0.70433
HD 106315 b,0.38739,1.1004,1.1183,0.81475,0.017904,0.28562
HD 106315 c,0.63849,1.1818,1.4056,1.2411,0.22372,0.059225
SWEEPS-11 b,1.1026,3.4889,2.6903,2.0291,0.79862,1.4598
HD 110067 b,0.34242,0.75511,1.0719,0.73841,0.31676,0.016704
HD 110067 c,0.37803,0.79934,1.1145,0.79887,0.3152,0.00047073
HD 110067 d,0.45515,0.93044,1.1816,0.9298,0.25113,0.00064414
HD 110067 e,0.2878,0.59106,0.95539,0.64567,0.36433,0.054609
HD 110067 f,0.41514,0.70243,1.1314,0.86187,0.42898,0.15944
HD 110067 g,0.41614,0.92428,1.1322,0.86357,0.20797,0.060712
HD 110113 b,0.31175,0.65801,1.006,0.68634,0.34802,0.028328
HD 114082 b,1.0496,3.4053,2.5933,1.939,0.81194,1.4663
NGTS-14 A b,0.69695,1.466,1.4358,1.3403,0.03019,0.12566
MASCARA-4 b,1.2343,2.9936,2.5866,4.6359,0.40695,1.6424
MASCARA-1 b,1.2257,3.0704,2.5812,4.6262,0.48916,1.5558
HD 118203 b,1.0988,2.841,2.6932,2.0226,0.1478,0.81849
HD 135694 b,0.40347,0.78533,1.1235,0.84205,0.3382,0.056718
HD 136352 b,0.22115,0.67394,0.78026,0.53252,0.10632,0.14142
LP 791-18 c,0.38703,0.85126,1.1182,0.81415,0.26693,0.037109
Kepler-81 c,0.43136,0.63347,1.1482,0.88941,0.51468,0.25594
Kepler-87 c,0.78817,0.80618,1.5406,1.4952,0.73438,0.68901
Kepler-78 b,0.064458,0.90309,0.21863,0.21863,0.68446,0.68446
Kepler-79 e,0.4624,0.53148,1.1922,0.9421,0.66069,0.41062
Kepler-79 d,0.85491,0.77815,1.6707,1.6085,0.89254,0.83036
HD 149026 b,0.86514,2.0573,1.6946,1.6259,0.36265,0.43141
Kepler-79 c,0.5506,0.97772,1.3227,1.0918,0.34495,0.11412
Kepler-79 b,0.52349,1.0969,1.2852,1.0458,0.18831,0.051093
HD 152843 b,0.53275,1.063,1.2987,1.0616,0.2357,0.0014054
Kepler-77 b,1.0318,2.2199,2.5024,1.9089,0.28255,0.31097
Kepler-58 c,0.45637,1.7243,1.1833,0.93186,0.54093,0.79242
HD 183579 b,0.54283,1.3096,1.3125,1.0787,0.0028831,0.23098
HD 152843 c,0.76567,1.4393,1.5069,1.457,0.067548,0.01766
Kepler-76 b,1.1465,2.8032,2.5968,2.1035,0.20645,0.6997
Kepler-60 b,0.20412,0.5682,0.71921,0.5036,0.15101,0.064602
Kepler-58 b,0.42488,1.5428,1.1407,0.87841,0.40217,0.66442
Kepler-75 b,1.0708,3.5065,2.6669,1.975,0.83962,1.5315
Kepler-60 d,0.29885,0.61909,0.97843,0.66444,0.35933,0.045343
Kepler-62 b,0.11727,0.95424,0.40793,0.35615,0.54632,0.59809
Kepler-62 c,-0.26761,0.60206,-0.97156,-0.97156,1.5736,1.5736
Kepler-74 b,1.0318,2.3015,2.5023,1.9088,0.20076,0.39266
Kepler-68 c,0.0,0.85733,-0.012401,-0.012401,0.86973,0.86973
Kepler-62 d,0.29003,1.1461,0.96,0.64946,0.18613,0.49666
Kepler-68 b,0.37179,0.80322,1.1103,0.78826,0.30708,0.014963
Kepler-62 e,0.20683,1.5563,0.72891,0.50819,0.82739,1.0481
Kepler-62 f,0.14922,1.5441,0.52243,0.41039,1.0216,1.1337
Kepler-65 d,0.20058,0.617,0.70651,0.49758,0.089512,0.11942
Kepler-65 c,0.41664,1.4249,1.1327,0.86442,0.29221,0.56047
Kepler-65 b,0.15957,0.38021,0.55952,0.42796,0.17931,0.047747
Kepler-60 c,0.31154,0.58433,1.0056,0.68598,0.42124,0.10165
Kepler-57 c,0.19033,0.95904,0.66979,0.48019,0.28925,0.47885
Kepler-63 b,0.78604,2.0792,1.5372,1.4916,0.54202,0.5876
Kepler-56 b,0.81358,2.3733,1.5848,1.5383,0.7885,0.83494
HD 191939 c,0.50447,0.90309,1.2559,1.0135,0.35277,0.11044
Kepler-55 b,0.41162,1.6335,1.1287,0.85589,0.5048,0.77758
Kepler-55 c,0.37107,1.8439,1.1097,0.78704,0.73412,1.0568
HD 191939 b,0.53086,0.98227,1.296,1.0583,0.31368,0.076057
HD 189733 b,1.1065,2.5591,2.6858,2.0356,0.12673,0.52349
Kepler-54 b,0.26858,0.48996,0.91668,0.61304,0.42672,0.12308
Kepler-81 b,0.44716,1.2355,1.17,0.91623,0.065513,0.3193
Kepler-57 b,0.34044,2.0607,1.0682,0.73505,0.99251,1.3256
Kepler-54 c,0.12057,1.2967,0.41976,0.36176,0.8769,0.93491
Kepler-80 c,0.39915,0.54283,1.1215,0.83473,0.57868,0.2919
Kepler-80 g,0.021189,-1.1871,0.063546,0.063546,1.2506,1.2506
HD 137496 b,0.11727,0.60638,0.40793,0.35615,0.19846,0.25023
Kepler-80 e,0.12385,0.47276,0.43151,0.36732,0.041245,0.10544
Kepler-80 b,0.42651,0.84073,1.1424,0.88117,0.3017,0.04044
Kepler-80 d,0.11394,0.5682,0.396,0.3505,0.1722,0.2177
HD 191939 d,0.4764,0.44716,1.2129,0.96587,0.76579,0.51871
Kepler-139 c,0.38934,1.3665,1.1187,0.81807,0.24787,0.54846
COCONUTS-2 b,1.0949,3.3015,2.6946,2.0159,0.60698,1.2856
BD-14 3065 b,1.3343,3.5946,2.7067,4.7494,0.88794,1.1548
Kepler-139 b,0.37603,0.72328,1.1133,0.79547,0.39005,0.072182
Kepler-136 b,0.25527,1.2967,0.89088,0.59045,0.40578,0.70622
Kepler-138 c,0.22272,0.716,0.78587,0.53517,0.069862,0.18083
Kepler-131 c,-0.075721,0.91645,-0.2838,-0.2838,1.2003,1.2003
BD+60 1417 b,1.1668,3.6783,2.5722,4.5594,1.106,0.88112
Kepler-138 b,-0.14874,-0.30103,-0.54553,-0.54553,0.2445,0.2445
Kepler-203 d,0.08636,1.5302,0.29713,0.29713,1.2331,1.2331
Kepler-138 d,0.083503,-0.19382,0.28689,0.28689,0.48071,0.48071
Kepler-176 d,0.3927,1.1818,1.1194,0.82376,0.062487,0.35808
WASP-145 A b,1.0038,2.4516,2.3121,1.8613,0.13949,0.59028
Kepler-145 b,0.42325,1.5694,1.1389,0.87563,0.43044,0.69374
Kepler-197 c,0.089905,0.72428,0.30984,0.30969,0.41444,0.41459
Kepler-145 c,0.63548,1.8998,1.4037,1.236,0.49611,0.66385
Kepler-189 c,0.38021,1.356,1.1157,0.80257,0.24034,0.55346
Kepler-176 c,0.40824,1.3617,1.1263,0.85015,0.2354,0.51158
Kepler-184 c,0.29003,0.94448,0.96,0.64946,0.015518,0.29502
Kepler-183 c,0.3483,1.5527,1.082,0.7484,0.47064,0.80427
Kepler-161 b,0.28556,1.0828,0.95078,0.64186,0.132,0.44092
Kepler-161 c,0.27184,1.0719,0.92313,0.61858,0.14875,0.45331
Kepler-167 e,1.0069,2.5065,2.3338,1.8665,0.17267,0.63997
Kepler-170 b,0.48855,1.917,1.2313,0.9865,0.68566,0.93048
Kepler-177 c,0.94101,1.1673,1.9464,1.7547,0.7791,0.58738
Kepler-177 b,0.49136,0.73239,1.2356,0.99128,0.50322,0.25888
Kepler-139 d,0.22917,0.66821,0.809,0.54613,0.14079,0.12208
Kepler-101 b,0.76118,1.7084,1.5008,1.4494,0.20765,0.25906
Kepler-126 d,0.40449,1.7371,1.1241,0.84379,0.61303,0.89333
Kepler-129 c,0.4014,1.6335,1.1225,0.83854,0.51097,0.79493
Kepler-107 e,0.46285,1.1492,1.1928,0.94286,0.04361,0.20635
Kepler-107 d,-0.065502,0.57978,-0.24717,-0.24717,0.82696,0.82696
Kepler-107 c,0.2033,1.0,0.71629,0.50222,0.28371,0.49778
Kepler-107 b,0.18639,0.54531,0.65567,0.4735,0.11036,0.071808
Kepler-106 e,0.40824,1.0481,1.1263,0.85015,0.078278,0.1979
Kepler-106 d,-0.022276,0.90849,-0.092245,-0.092245,1.0007,1.0007
Kepler-106 c,0.39794,1.0187,1.121,0.83267,0.10232,0.18603
Kepler-106 b,-0.086186,0.72428,-0.32131,-0.32131,1.0456,1.0456
Kepler-100 b,0.12057,0.8657,0.41976,0.36176,0.44593,0.50394
Kepler-105 c,0.20412,0.5563,0.71921,0.5036,0.16291,0.052703
Kepler-109 b,0.36717,0.6584,1.1063,0.78042,0.4479,0.12202
Kepler-105 b,0.74194,0.70757,1.4769,1.4167,0.76935,0.70913
Kepler-104 c,0.37291,0.85396,1.1112,0.79017,0.25721,0.063787
Kepler-104 b,0.49554,1.2923,1.242,0.99838,0.050218,0.29388
Kepler-100 c,0.34242,0.84819,1.0719,0.73841,0.22369,0.10978
Kepler-103 c,0.7492,1.4835,1.4855,1.429,0.0019583,0.054492
Kepler-103 b,0.54233,0.99123,1.3118,1.0778,0.32062,0.086579
Kepler-102 f,-0.055517,0.716,-0.21139,-0.21139,0.92739,0.92739
Kepler-102 e,0.34635,0.95085,1.0788,0.74508,0.12794,0.20577
Kepler-102 d,0.071882,0.57978,0.24524,0.24524,0.33454,0.33454
Kepler-102 c,-0.24642,0.23045,-0.89562,-0.89562,1.1261,1.1261
Kepler-101 c,0.09691,0.57749,0.33495,0.32158,0.24255,0.25591
Kepler-104 d,0.42078,0.74353,1.1365,0.87144,0.39294,0.12792
Kepler-131 b,0.31471,0.83601,1.0125,0.69136,0.17646,0.14465
Kepler-109 c,0.4014,1.3385,1.1225,0.83854,0.21596,0.49992
WASP-180 A b,1.143,2.4564,2.6029,2.0976,0.14646,0.35883
WASP-160 B b,1.087,1.9462,2.6922,2.0025,0.74596,0.056296
Kepler-129 b,0.38021,1.301,1.1157,0.80257,0.18535,0.49846
Kepler-128 c,0.053078,1.5224,0.17784,0.17784,1.3446,1.3446
Kepler-128 b,0.15534,-0.11351,0.54436,0.42077,0.65787,0.53428
Kepler-100 d,0.18639,0.24873,0.65567,0.4735,0.40694,0.22477
Kepler-126 c,0.20629,0.10701,0.72698,0.50728,0.61996,0.40026
Kepler-126 b,0.19838,0.61461,0.69865,0.49386,0.084037,0.12075
Kepler-123 b,0.40654,1.7427,1.1253,0.84727,0.61746,0.89546
Kepler-122 f,0.24304,1.5563,0.8587,0.56967,0.6976,0.98663
Kepler-122 e,0.30535,1.4425,0.99224,0.67547,0.45024,0.76701
HIP 116454 b,0.40312,1.0726,1.1234,0.84146,0.050734,0.23116
Kepler-120 b,0.36361,0.92942,1.1027,0.77438,0.17327,0.15504
Kepler-117 b,0.90628,1.4753,1.8072,1.6957,0.33192,0.22042
WASP-173 A b,1.1287,3.0692,2.6337,2.0734,0.43551,0.99579
Kepler-114 d,0.40312,0.59106,1.1234,0.84146,0.53229,0.2504
Kepler-114 c,0.20412,0.44716,0.71921,0.5036,0.27205,0.056441
HD 93963 A b,0.13033,0.89209,0.45474,0.37833,0.43735,0.51377
HD 93963 A c,0.50893,1.2833,1.2628,1.0211,0.020463,0.26219
Kepler-114 b,0.0086002,0.83251,0.018424,0.018424,0.81409,0.81409
Kepler-113 c,0.33846,0.93952,1.0643,0.73167,0.12482,0.20784
Kepler-113 b,0.30125,0.87665,0.98349,0.6685,0.10684,0.20815
Kepler-111 c,0.85028,2.3473,1.6602,1.6007,0.68708,0.74664
Kepler-117 c,1.0914,2.767,2.6943,2.0099,0.072662,0.75706
Kepler-211 c,0.38917,1.2625,1.1186,0.81777,0.14382,0.44468
Kepler-279 c,0.74036,0.86923,1.4751,1.414,0.6059,0.5448
Kepler-219 d,0.39967,1.281,1.1217,0.83561,0.15931,0.44542
Kepler-412 b,1.177,2.4758,2.5671,4.5709,0.091362,2.0952
TOI-4145 A b,1.124,2.1357,2.646,2.0654,0.51036,0.070268
Kepler-413 b,0.63819,1.8261,1.4054,1.2406,0.42069,0.58552
Kepler-414 b,0.233,0.54407,0.82271,0.55262,0.27864,0.0085569
Kepler-414 c,0.47857,1.4757,1.2162,0.96955,0.25946,0.50612
Kepler-416 b,0.39445,1.7649,1.1198,0.82674,0.64509,0.93818
Kepler-417 b,0.36361,1.0414,1.1027,0.77438,0.061293,0.26701
Kepler-411 d,0.52101,1.1818,1.2815,1.0416,0.099668,0.14024
Kepler-418 b,1.1287,2.5436,2.6337,2.0734,0.090124,0.47016
Kepler-422 b,1.1103,2.1356,2.6798,2.042,0.5442,0.093616
Kepler-423 b,1.1258,2.2847,2.6411,2.0685,0.35648,0.21617
Kepler-424 b,0.99913,2.515,2.2798,1.8534,0.23522,0.66165
TOI-3984 A b,0.89763,1.6435,1.7795,1.681,0.13608,0.037578
TOI-3976 A b,1.089,1.7452,2.6934,2.0059,0.94819,0.26068
Kepler-425 b,1.0399,1.9001,2.5469,1.9226,0.64677,0.022469
Kepler-426 b,1.087,2.0298,2.6922,2.0025,0.66237,0.027289
Kepler-419 b,1.0334,2.9001,2.5116,1.9116,0.38851,0.98851
Kepler-411 c,0.64552,1.4216,1.4097,1.253,0.011952,0.1686
Kepler-411 b,0.38039,1.4082,1.1158,0.80287,0.29247,0.60537
Kepler-409 b,0.075547,1.3424,0.25838,0.25838,1.084,1.084
Kepler-349 b,0.26951,1.9754,0.91852,0.61462,1.0569,1.3608
Kepler-350 c,0.49136,0.78533,1.2356,0.99128,0.45029,0.20595
Kepler-350 d,0.35793,1.1703,1.096,0.76475,0.074267,0.40552
Kepler-351 b,0.48144,0.68124,1.2205,0.97444,0.5393,0.29319
Kepler-351 c,0.49969,1.0453,1.2484,1.0054,0.20311,0.039912
Kepler-359 c,0.68124,0.4624,1.4263,1.3137,0.96387,0.85125
Kepler-359 d,0.66276,0.43136,1.4181,1.2823,0.98671,0.85091
Kepler-363 c,0.38202,1.8222,1.1165,0.80563,0.70566,1.0165
Kepler-385 b,0.4456,1.1072,1.1678,0.91359,0.060574,0.19362
Kepler-385 c,0.49136,1.1206,1.2356,0.99128,0.11504,0.1293
Kepler-396 b,0.54407,1.8779,1.3142,1.0808,0.56378,0.79719
Kepler-396 c,0.72428,1.2529,1.4583,1.3867,0.20547,0.13386
TOI-4463 A b,1.1226,2.402,2.65,2.0629,0.24803,0.33911
Kepler-406 b,0.16167,0.72689,0.56705,0.43152,0.15984,0.29537
Kepler-406 c,-0.070581,0.43297,-0.26538,-0.26538,0.69835,0.69835
Kepler-407 b,0.064832,0.22247,0.21997,0.21997,0.0024975,0.0024975
Kepler-215 d,0.36922,1.3729,1.1082,0.7839,0.26474,0.58901
Kepler-427 b,1.1395,1.9676,2.6096,2.0916,0.64206,0.12406
Kepler-345 c,0.11394,0.34242,0.396,0.3505,0.053575,0.0080754
Kepler-428 b,1.0831,2.606,2.6887,1.996,0.082679,0.60998
Kepler-433 b,1.2109,2.9524,2.5738,4.6094,0.3786,1.6569
Kepler-549 b,0.49136,1.0414,1.2356,0.99128,0.19423,0.050116
Kepler-553 b,0.67591,2.0645,1.4236,1.3046,0.64088,0.75989
Kepler-553 c,1.0637,3.3283,2.6472,1.9629,0.68112,1.3653
Kepler-595 b,0.56914,1.2405,1.3451,1.1233,0.10452,0.11722
Kepler-595 c,0.0038912,0.51851,0.0015454,0.0015454,0.51697,0.51697
Kepler-643 b,1.1065,2.5065,2.6858,2.0356,0.17932,0.47091
TOI-2193 A b,1.2975,2.4753,2.6503,4.7078,0.17495,2.2324
Kepler-539 b,0.92289,2.489,1.8682,1.7239,0.6208,0.76505
TOI-2152 A b,1.1571,2.954,2.5816,4.5484,0.37241,1.5944
TOI-1937 A b,1.1454,2.8054,2.5985,2.1018,0.20684,0.70364
LTT 1445 A b,0.11561,0.45788,0.40197,0.35333,0.055909,0.10455
LTT 1445 A c,0.059563,0.18752,0.20109,0.20109,0.013567,0.013567
Lupus-TR-3 b,0.99896,2.4107,2.2786,1.8531,0.13206,0.55759
OGLE-TR-10 b,1.1465,2.2946,2.5968,2.1035,0.30222,0.19105
OGLE-TR-56 b,1.1841,2.6452,2.5664,4.579,0.078785,1.9338
TOI-1259 A b,1.059,2.1466,2.6314,1.955,0.48478,0.19159
Kepler-849 b,0.9075,2.4753,1.8114,1.6978,0.66397,0.77753
Kepler-538 b,0.33385,1.0195,1.0549,0.72385,0.035359,0.29567
TOI-2583 A b,1.1602,1.9001,2.5782,4.5518,0.67805,2.6517
TOI-2587 A b,1.0818,1.8406,2.687,1.9937,0.84639,0.15304
Kepler-434 b,1.1028,2.9585,2.6902,2.0293,0.26835,0.92921
Kepler-435 b,1.3485,2.4265,2.7324,4.7656,0.30595,2.3391
Kepler-444 d,-0.30103,-0.69897,-1.0914,-1.0914,0.39239,0.39239
TOI-3688 A b,1.1166,2.4934,2.6662,2.0529,0.1728,0.44055
Kepler-444 e,-0.30103,-1.0,-1.0914,-1.0914,0.091362,0.091362
Kepler-447 b,1.2669,2.6389,2.6142,4.673,0.024721,2.0341
TOI-3540 A b,1.3718,2.5741,2.7791,4.792,0.20504,2.218
Kepler-450 b,0.78415,1.2878,1.5342,1.4884,0.24636,0.20056
Kepler-450 c,0.41427,1.0969,1.1307,0.86039,0.033793,0.23652
TOI-3331 A b,1.1133,2.8582,2.6739,2.0472,0.18428,0.81106
Kepler-450 d,-0.026503,1.2455,-0.10739,-0.10739,1.3529,1.3529
Kepler-453 b,0.79267,1.2041,1.5479,1.5028,0.3438,0.29872
Kepler-454 b,0.37475,0.73239,1.1125,0.79329,0.38009,0.060897
Kepler-462 b,0.47712,1.7316,1.214,0.9671,0.51755,0.76449
Kepler-462 c,0.60206,0.77815,1.3784,1.1792,0.60021,0.40107
TOI-2803 A b,1.258,2.4912,2.6055,4.6629,0.11432,2.1717
Kepler-507 b,0.10857,0.75564,0.37672,0.34137,0.37892,0.41427
Kepler-432 b,1.0988,3.1897,2.6932,2.0226,0.49646,1.1672
Kepler-345 b,-0.09691,-0.30103,-0.35975,-0.35975,0.058719,0.058719
Kepler-408 b,-0.086186,0.69897,-0.32131,-0.32131,1.0203,1.0203
Kepler-339 c,0.064458,0.86332,0.21863,0.21863,0.64469,0.64469
Kepler-277 b,0.46538,1.941,1.1966,0.94717,0.74445,0.99384
Kepler-276 d,0.43775,1.2648,1.1566,0.90026,0.10823,0.36456
Kepler-276 c,0.45179,1.4014,1.1767,0.92409,0.22471,0.47731
Kepler-272 c,0.21219,1.9903,0.74813,0.5173,1.2422,1.473
Kepler-267 b,0.32428,1.5786,1.0336,0.70761,0.54505,0.87103
Kepler-254 c,0.32015,0.50515,1.0244,0.70059,0.51926,0.19544
Kepler-245 d,0.51983,1.3345,1.2797,1.0396,0.054721,0.29485
Kepler-245 c,0.37658,2.3533,1.1137,0.7964,1.2397,1.5569
Kepler-244 d,0.36549,1.1818,1.1046,0.77757,0.077198,0.40427
Kepler-240 c,0.35793,2.0099,1.096,0.76475,0.91388,1.2451
Kepler-238 f,0.30103,1.1303,0.98303,0.66813,0.1473,0.4622
Kepler-238 e,0.74819,2.2297,1.4843,1.4273,0.74543,0.80237
Kepler-339 d,0.071882,1.1673,0.24524,0.24524,0.92208,0.92208
Kepler-277 c,0.52634,1.5977,1.2894,1.0507,0.30827,0.54703
Kepler-231 b,0.34242,1.549,1.0719,0.73841,0.47713,0.81059
Kepler-226 b,0.19312,1.3802,0.6798,0.48493,0.70041,0.89528
TRAPPIST-1 b,0.03583,-0.070581,0.11602,0.11602,0.1866,0.1866
TRAPPIST-1 c,0.023664,0.13988,0.072415,0.072415,0.067464,0.067464
TRAPPIST-1 d,-0.11238,-0.38722,-0.41521,-0.41521,0.027991,0.027991
TRAPPIST-1 e,-0.036212,-0.15989,-0.14219,-0.14219,0.0177,0.0177
TRAPPIST-1 f,0.019116,-0.16749,0.056116,0.056116,0.22361,0.22361
TRAPPIST-1 g,0.051924,0.1271,0.17371,0.17371,0.046601,0.046601
TRAPPIST-1 h,-0.11182,-0.48017,-0.41319,-0.41319,0.06698,0.06698
Kepler-223 e,0.66276,0.68124,1.4181,1.2823,0.73683,0.60103
Kepler-223 d,0.57978,0.77085,1.3567,1.1414,0.58589,0.37055
Kepler-223 c,0.53656,0.70757,1.304,1.068,0.59641,0.36044
Kepler-223 b,0.47567,0.86923,1.2119,0.96464,0.34263,0.095405
Kepler-221 c,0.42813,1.179,1.1443,0.88393,0.034696,0.29505
Kepler-226 c,0.35984,1.6551,1.0984,0.76797,0.55678,0.88717
TOI-1450 A b,0.053078,0.099681,0.17784,0.17784,0.078163,0.078163
Kepler-231 c,0.32838,1.382,1.0428,0.71457,0.33926,0.66745
Kepler-282 d,0.39094,1.7853,1.119,0.82077,0.66637,0.96456
Kepler-307 c,0.43136,0.59106,1.1482,0.88941,0.55709,0.29835
TOI-5688 A b,1.0128,2.0934,2.3767,1.8766,0.28332,0.21679
Kepler-310 d,0.32222,0.8451,1.029,0.70411,0.1839,0.14099
TOI-5634 A b,1.0179,2.7694,2.4129,1.8852,0.35653,0.8842
Kepler-317 b,0.31806,2.0406,1.0198,0.69705,1.0208,1.3436
Kepler-323 c,0.27875,1.9015,0.93696,0.63031,0.9645,1.2711
Kepler-326 b,0.48144,1.6493,1.2205,0.97444,0.4288,0.6749
Kepler-307 b,0.47857,0.94498,1.2162,0.96955,0.27123,0.024577
Kepler-326 c,0.4456,1.2405,1.1678,0.91359,0.072765,0.32696
Kepler-327 c,0.071882,1.3075,0.24524,0.24524,1.0623,1.0623
Kepler-328 b,0.36173,1.4548,1.1006,0.77118,0.35425,0.68366
Kepler-279 d,0.49136,1.574,1.2356,0.99128,0.33841,0.58276
TOI-5293 A b,1.0755,2.2315,2.6772,1.9831,0.44569,0.24837
Kepler-333 b,0.20683,1.4502,0.72891,0.50819,0.72134,0.94206
Kepler-338 b,0.38561,1.4857,1.1178,0.81173,0.36792,0.674
Kepler-338 e,0.19312,0.92942,0.6798,0.48493,0.24962,0.44449
Kepler-326 d,0.38202,0.83885,1.1165,0.80563,0.27766,0.033217
Kepler-305 d,0.44091,0.79239,1.1611,0.90562,0.36868,0.11323
Kepler-328 c,0.73239,1.5955,1.4665,1.4005,0.12902,0.195
TOI-6383 A b,1.0527,2.5198,2.6067,1.9443,0.086916,0.57553
Kepler-297 b,0.51055,1.6857,1.2654,1.0238,0.42038,0.6619
Kepler-297 c,0.86864,1.6243,1.7031,1.6318,0.078787,0.0075421
Kepler-305 c,0.52504,0.65321,1.2875,1.0485,0.63431,0.39525
Kepler-305 b,0.5563,1.0212,1.3298,1.1015,0.30866,0.080343
